property_id,date_obtained,price,property_type,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_rooms,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_dining_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,floor_number,total_floors,property_size,flood_zone_type,cadastral_income
11358456,16052024,493100,HOUSE,130.0,,True,True,8.0,2.0,3,2.0,False,,,,True,25.0,,,,,9040,51.0647541,3.7549783,,GOOD,,,69.0,,0
10996949,18052024,225000,APARTMENT,56.0,,False,True,1.0,,1,,False,,,,,,,,B,150.0,9032,51.0886899,3.6987769,2017.0,GOOD,,2.0,,NON_FLOOD_ZONE,0
10996949,16052024,225000,APARTMENT,56.0,,False,True,1.0,,1,,False,,,,,,,,B,150.0,9032,51.0886899,3.6987769,2017.0,GOOD,,2.0,,NON_FLOOD_ZONE,0
11370694,18052024,680000,HOUSE,215.0,,True,True,1.0,2.0,4,2.0,True,,True,,True,15.0,,,A+,,9041,51.1033616,3.7723816,2024.0,GOOD,,,346.0,,0
11370694,16052024,680000,HOUSE,215.0,,True,True,1.0,2.0,4,2.0,True,,True,,True,15.0,,,A+,,9041,51.1033616,3.7723816,2024.0,GOOD,,,346.0,,0
11098836,18052024,450400,APARTMENT,,,True,,6.0,1.0,3,,False,,,,,,,,A,,9030,51.0749862,3.6787274,,,,,,,0
11098836,16052024,450400,APARTMENT,,,True,,6.0,1.0,3,,False,,,,,,,,A,,9030,51.0749862,3.6787274,,,,,,,0
11340465,18052024,369000,HOUSE,124.0,GAS,False,False,1.0,1.0,4,2.0,True,,True,,True,,,,F,774.0,9041,51.0926401,3.7581107,1938.0,TO_BE_DONE_UP,,,420.0,NON_FLOOD_ZONE,614
11340465,16052024,369000,HOUSE,124.0,GAS,False,False,1.0,1.0,4,2.0,True,,True,,True,,,,F,774.0,9041,51.0926401,3.7581107,1938.0,TO_BE_DONE_UP,,,420.0,NON_FLOOD_ZONE,614
11376904,18052024,455000,APARTMENT,114.0,GAS,False,True,10.0,1.0,2,1.0,False,,,,,,,,A,99.0,9000,51.0452535,3.7335764,1968.0,GOOD,,8.0,,NON_FLOOD_ZONE,1093
