property_id,date_obtained,price,property_type,livable_area,heating_type,has_photovoltaic_panels,has_double_glazing,number_of_rooms,number_of_bathrooms,number_of_bedrooms,number_of_toilets,has_living_room,has_dining_room,has_attic,has_basement,has_terrace,terrace_surface,has_garden,garden_surface,energy_label,primary_energy_consumption,postal_code,latitude,longitude,year_built,building_condition,floor_number,total_floors,property_size,flood_zone_type,cadastral_income
11340146,18052024,1375000,HOUSE,313.0,,,True,,1.0,2,2.0,False,,,True,True,19.0,,,A,74.0,9000,51.0573296,3.7071006,1977.0,AS_NEW,,,62.0,NON_FLOOD_ZONE,1360
11340146,16052024,1375000,HOUSE,313.0,,,True,,1.0,2,2.0,False,,,True,True,19.0,,,A,74.0,9000,51.0573296,3.7071006,1977.0,AS_NEW,,,62.0,NON_FLOOD_ZONE,1360
11340146,19052024,1375000,HOUSE,313.0,,,True,,1.0,2,2.0,False,,,True,True,19.0,,,A,74.0,9000,51.0573296,3.7071006,1977.0,AS_NEW,,,62.0,NON_FLOOD_ZONE,1360
11293068,19052024,348000,APARTMENT,95.0,,False,True,,1.0,2,,True,True,,True,True,35.0,,,D,364.0,9000,51.0503957,3.7335394,,GOOD,,3.0,,NON_FLOOD_ZONE,744
11377192,19052024,429210,APARTMENT,100.0,,,True,,1.0,2,1.0,True,,,,True,13.0,,,,,9052,51.0090764,3.7017231,2024.0,,,,,NON_FLOOD_ZONE,0
11305780,19052024,345000,HOUSE,152.0,,False,True,11.0,1.0,4,1.0,False,,,,,,,,F,758.0,9050,51.0415851,3.7431688,,TO_RENOVATE,,,80.0,NON_FLOOD_ZONE,381
11323084,18052024,210000,HOUSE,130.0,ELECTRIC,,,,1.0,2,1.0,True,,True,True,,,,,F,860.0,9041,51.0955683,3.7581424,1930.0,TO_RENOVATE,,,223.0,NON_FLOOD_ZONE,285
11323084,16052024,210000,HOUSE,130.0,ELECTRIC,,,,1.0,2,1.0,True,,True,True,,,,,F,860.0,9041,51.0955683,3.7581424,1930.0,TO_RENOVATE,,,223.0,NON_FLOOD_ZONE,285
11323084,21052024,210000,HOUSE,130.0,ELECTRIC,,,,1.0,2,1.0,True,,True,True,,,,,F,860.0,9041,51.0955683,3.7581424,1930.0,TO_RENOVATE,,,223.0,NON_FLOOD_ZONE,285
11323084,19052024,210000,HOUSE,130.0,ELECTRIC,,,,1.0,2,1.0,True,,True,True,,,,,F,860.0,9041,51.0955683,3.7581424,1930.0,TO_RENOVATE,,,223.0,NON_FLOOD_ZONE,285
11307675,18052024,695000,HOUSE,250.0,GAS,,True,,2.0,3,2.0,False,,True,,True,80.0,True,440.0,B,163.0,9032,51.0846765,3.6982915,,AS_NEW,,2.0,580.0,NON_FLOOD_ZONE,0
11307675,16052024,695000,HOUSE,250.0,GAS,,True,,2.0,3,2.0,False,,True,,True,80.0,True,440.0,B,163.0,9032,51.0846765,3.6982915,,AS_NEW,,2.0,580.0,NON_FLOOD_ZONE,0
11307675,21052024,695000,HOUSE,250.0,GAS,,True,,2.0,3,2.0,False,,True,,True,80.0,True,440.0,B,163.0,9032,51.0846765,3.6982915,,AS_NEW,,2.0,580.0,NON_FLOOD_ZONE,0
11307675,19052024,695000,HOUSE,250.0,GAS,,True,,2.0,3,2.0,False,,True,,True,80.0,True,440.0,B,163.0,9032,51.0846765,3.6982915,,AS_NEW,,2.0,580.0,NON_FLOOD_ZONE,0
11027601,19052024,475000,HOUSE,140.0,,,False,1.0,1.0,4,2.0,True,,,,,,True,10.0,D,,9000,51.0215289,3.7201031,1950.0,GOOD,,,134.0,NON_FLOOD_ZONE,855
11392494,18052024,439750,HOUSE,172.0,GAS,,True,,2.0,5,3.0,True,True,,,True,14.0,True,39.0,,,9030,51.0856034,3.6659281,2022.0,,,,149.0,NON_FLOOD_ZONE,0
